montant_cible,duree_mois,wallet_solde,total_contributions,nb_contributions,pct_progres,avg_contrib,freq_contrib_mois,jours_depuis_debut,jours_sans_contrib,reste_a_atteindre,ratio_solde_cible,atteint,pct_final_predit,jours_restants
5136.59,3,5512.3,2935.8,14,57.15,209.7,3.4316,560,178,2200.79,1.0731,1,54.54,15.9
2038.15,9,2396.28,2038.15,14,100.0,477.39,2.014,313,183,0.0,1.1757,1,77.82,8.9
1183.06,9,3969.97,1183.06,8,100.0,484.19,1.6856,48,178,0.0,3.3557,1,70.47,2.8
3429.45,24,5985.32,3429.45,18,100.0,208.54,3.6224,498,197,0.0,1.7453,1,90.54,0.0
5629.7,6,5017.99,5629.7,25,100.0,430.03,2.455,653,127,0.0,0.8913,1,83.25,0.5
4236.97,24,9879.08,4236.97,19,100.0,391.08,2.3488,551,19,0.0,2.3316,1,80.85,0.0
3506.35,24,1450.75,3506.35,28,100.0,168.8,2.2792,679,154,0.0,0.4137,1,78.58,4.4
763.62,18,6981.93,763.62,21,100.0,131.38,1.5476,287,165,0.0,9.1432,1,77.58,0.0
3767.04,3,4102.76,1679.65,7,44.59,239.95,3.164,212,71,2087.39,1.0891,1,51.92,10.5
5942.31,6,4339.18,5942.31,20,100.0,395.05,1.0859,75,64,0.0,0.7302,1,73.79,0.0
1012.49,12,7204.22,1012.49,18,100.0,480.88,3.7617,117,181,0.0,7.1153,1,81.01,8.6
3206.31,12,6955.12,1932.6,5,60.27,386.52,3.5865,277,112,1273.71,2.1692,1,56.75,15.9
5288.76,9,9913.43,5288.76,19,100.0,430.5,1.4162,231,23,0.0,1.8744,1,72.16,0.0
4496.46,9,1371.1,4496.46,24,100.0,309.47,2.9449,813,127,0.0,0.3049,1,75.29,0.0
4242.69,12,1130.69,4242.69,28,100.0,421.0,2.3356,539,174,0.0,0.2665,1,80.13,9.5
4274.41,9,7270.95,4274.41,18,100.0,396.52,1.4168,99,198,0.0,1.701,1,80.56,0.0
2285.05,3,5826.03,602.85,3,26.38,200.95,3.9552,702,82,1682.2,2.5496,0,47.14,85.7
1902.83,24,2814.19,1902.83,22,100.0,284.96,0.1984,264,62,0.0,1.4789,1,69.89,0.2
4894.29,9,886.25,2437.68,6,49.81,406.28,1.0853,464,184,2456.61,0.1811,0,42.53,164.8
4898.66,18,948.02,1136.97,27,23.21,42.11,2.1283,262,182,3761.69,0.1935,0,38.93,730.0
5229.02,9,8952.49,5229.02,27,100.0,407.88,2.1356,266,59,0.0,1.7121,1,82.03,9.7
5496.8,6,1999.49,316.17,3,5.75,105.39,2.3968,392,98,5180.63,0.3638,0,22.75,615.4
3165.79,3,3301.38,3165.79,21,100.0,267.05,3.0315,451,61,0.0,1.0428,1,75.99,17.6
3108.79,6,2343.9,3108.79,11,100.0,407.97,2.5316,867,29,0.0,0.754,1,86.85,0.0
4830.11,6,3614.46,1701.96,12,35.24,141.83,2.4411,608,21,3128.15,0.7483,0,39.55,285.3
3969.79,18,787.3,275.98,2,6.95,137.99,0.3087,99,125,3693.81,0.1983,0,5.97,708.4
4271.41,3,5238.69,4271.41,21,100.0,213.33,1.5685,758,156,0.0,1.2265,1,72.77,10.2
4815.6,3,769.36,4815.6,11,100.0,449.43,1.005,399,168,0.0,0.1598,1,68.29,0.0
5362.03,3,8023.53,20.21,1,0.38,20.21,1.1349,591,41,5341.82,1.4964,0,13.34,703.8
2160.37,3,2413.75,2160.37,23,100.0,452.66,2.2619,53,97,0.0,1.1173,1,78.43,5.1
2378.38,3,5446.12,93.83,1,3.95,93.83,0.8781,721,192,2284.55,2.2898,0,5.28,729.3
745.1,18,8812.78,745.1,26,100.0,495.24,1.2464,673,30,0.0,11.8276,1,68.62,0.0
3554.02,9,6543.69,3554.02,22,100.0,478.33,1.0246,607,157,0.0,1.8412,1,72.0,0.0
408.47,6,5376.28,408.47,8,100.0,257.44,3.7992,28,111,0.0,13.162,1,86.0,0.0
2900.47,3,3310.9,0.0,0,0.0,0.0,0.0,110,145,2900.47,1.1415,0,0.0,730.0
3347.34,9,3396.72,1757.98,7,52.52,251.14,2.4788,616,121,1589.36,1.0148,1,42.1,6.4
1861.94,9,6727.92,1861.94,22,100.0,325.01,3.7056,775,16,0.0,3.6134,1,92.03,0.0
3626.83,6,9941.98,317.75,5,8.76,63.55,3.1647,366,37,3309.08,2.7412,0,23.99,515.2
376.9,18,6652.21,178.3,5,47.31,35.66,2.4008,551,141,198.6,17.6498,1,39.73,18.1
416.62,12,5622.06,416.62,21,100.0,47.7,0.1251,770,109,0.0,13.4945,1,64.39,25.4
4971.08,12,7333.44,4971.08,24,100.0,233.3,3.1128,42,183,0.0,1.4752,1,86.42,13.7
2289.11,9,4705.54,2289.11,17,100.0,152.26,2.8397,238,21,0.0,2.0556,1,82.18,17.7
936.95,24,695.41,936.95,16,100.0,318.58,2.4995,533,194,0.0,0.7422,1,80.95,14.6
3229.01,24,5666.74,3229.01,28,100.0,496.37,3.0657,639,55,0.0,1.7549,1,83.61,0.0
4665.96,6,9580.49,2259.84,11,48.43,205.44,2.1004,871,118,2406.12,2.0533,1,37.7,0.0
1451.76,12,1835.5,1451.76,5,100.0,295.44,2.8459,164,146,0.0,1.2643,1,86.82,0.0
3812.76,9,6931.05,3812.76,25,100.0,219.49,3.7472,432,56,0.0,1.8179,1,78.94,22.1
695.02,18,2089.24,695.02,26,100.0,426.69,1.5656,255,171,0.0,3.006,1,76.7,0.0
499.75,12,5404.69,499.75,7,100.0,453.07,2.8617,414,34,0.0,10.8148,1,85.25,0.0
3281.86,9,1057.1,3281.86,18,100.0,441.13,1.9552,853,113,0.0,0.3221,1,75.63,0.0
3335.68,9,4558.67,3335.68,27,100.0,487.7,2.7302,768,124,0.0,1.3666,1,83.15,0.0
3897.09,3,7586.02,298.89,9,7.67,33.21,3.0753,550,128,3598.2,1.9466,0,22.05,729.8
4411.33,18,3540.96,0.0,0,0.0,0.0,0.0,170,51,4411.33,0.8027,0,1.83,730.0
5859.94,3,6682.63,5859.94,24,100.0,380.85,2.6217,756,84,0.0,1.1404,1,85.69,0.0
3194.54,6,7974.95,3194.54,28,100.0,129.77,0.9843,711,197,0.0,2.4964,1,66.95,0.0
2073.15,3,9279.06,2073.15,12,100.0,479.03,2.7131,126,164,0.0,4.4758,1,84.65,16.8
4812.08,3,2422.96,1458.08,16,30.3,91.13,1.9265,280,64,3354.0,0.5035,0,39.72,579.6
1770.83,12,4053.23,692.36,2,39.1,346.18,3.1169,779,178,1078.47,2.2889,1,45.44,9.0
2746.03,24,1608.92,895.65,7,32.62,127.95,0.5813,701,128,1850.38,0.5859,0,22.18,730.0
655.05,9,9925.59,655.05,13,100.0,227.06,2.5427,496,20,0.0,15.1524,1,91.57,0.0
347.03,18,9277.31,347.03,2,100.0,365.2,1.186,894,180,0.0,26.7335,1,72.56,0.0
5783.36,3,5445.58,4356.0,15,75.32,290.4,3.4266,181,15,1427.36,0.9416,1,70.68,11.0
5048.68,18,8436.13,2702.4,12,53.53,225.2,3.7207,283,122,2346.28,1.671,1,58.38,0.0
4236.65,24,5257.48,3356.16,19,79.22,176.64,3.986,268,60,880.49,1.241,1,77.65,4.6
2571.93,24,6273.5,2571.93,23,100.0,423.04,3.2044,144,53,0.0,2.4392,1,82.53,0.4
1205.11,3,982.33,1205.11,16,100.0,89.03,3.0396,692,167,0.0,0.8151,1,84.19,55.5
1107.33,6,7577.18,1107.33,12,100.0,226.45,0.9405,731,25,0.0,6.8427,1,75.4,2.0
1651.41,3,1364.36,1651.41,28,100.0,453.8,1.4104,757,79,0.0,0.8262,1,71.6,23.1
3385.51,12,8278.07,2130.05,5,62.92,426.01,1.9162,431,64,1255.46,2.4451,1,50.3,16.6
4344.66,9,7842.08,3399.2,16,78.24,212.45,3.1162,430,99,945.46,1.805,1,68.09,0.0
4029.14,6,7116.57,4029.14,13,100.0,386.29,3.6684,195,73,0.0,1.7663,1,81.52,0.0
1823.62,3,457.99,1823.62,16,100.0,415.12,0.8376,373,191,0.0,0.2511,1,66.61,4.9
5738.22,18,3100.97,5738.22,29,100.0,446.67,3.6972,616,170,0.0,0.5404,1,83.57,25.1
4479.8,6,2704.81,1969.52,7,43.96,281.36,2.8129,387,16,2510.28,0.6038,0,45.45,100.9
3415.25,6,3665.35,1181.4,10,34.59,118.14,2.482,532,120,2233.85,1.0732,1,41.56,1.6
3747.98,3,967.66,2708.45,19,72.26,142.55,0.8794,589,186,1039.53,0.2582,0,59.51,243.1
2633.68,6,9375.88,2633.68,27,100.0,161.93,0.3165,731,22,0.0,3.56,1,67.18,0.0
1636.84,18,5582.64,0.0,0,0.0,0.0,0.0,205,134,1636.84,3.4106,0,2.28,710.8
2264.64,24,3124.69,893.75,25,39.47,35.75,2.6409,890,171,1370.89,1.3798,1,42.72,0.0
4595.51,6,4030.12,1951.8,6,42.47,325.3,0.922,107,180,2643.71,0.877,0,22.67,242.4
283.48,24,4527.31,283.48,20,100.0,194.89,2.2702,614,70,0.0,15.9705,1,72.88,0.0
873.22,18,6045.88,873.22,20,100.0,161.72,3.4403,31,107,0.0,6.9237,1,89.45,15.5
466.82,3,5205.23,466.82,16,100.0,442.16,3.3568,459,78,0.0,11.1504,1,89.43,0.0
436.23,9,9201.98,436.23,29,100.0,240.8,3.7167,181,161,0.0,21.0943,1,91.48,5.1
5161.67,6,5019.94,590.67,9,11.44,65.63,1.527,392,45,4571.0,0.9725,0,15.71,730.0
4281.22,9,9922.36,4168.4,10,97.36,416.84,1.3404,143,195,112.82,2.3176,1,61.35,10.0
2950.21,18,8529.11,900.27,21,30.52,42.87,3.0228,435,77,2049.94,2.891,1,32.83,0.0
767.44,6,2164.25,767.44,29,100.0,368.84,1.7813,34,15,0.0,2.8201,1,71.31,21.2
3051.37,24,9312.89,3051.37,8,100.0,391.47,0.4414,512,70,0.0,3.052,1,70.79,0.0
2946.14,12,1252.03,1514.0,8,51.39,189.25,1.2029,194,95,1432.14,0.425,0,38.83,179.8
1204.57,9,8192.75,1204.57,23,100.0,415.9,1.7325,94,146,0.0,6.8014,1,83.85,0.0
2716.34,6,3868.17,1070.08,4,39.39,267.52,1.2408,576,1,1646.26,1.424,0,48.39,164.0
2511.33,9,8791.95,2511.33,16,100.0,242.38,1.3956,772,9,0.0,3.5009,1,81.74,27.6
3771.93,6,8693.76,334.32,8,8.86,41.79,1.2457,153,177,3437.61,2.3049,0,8.65,730.0
3883.54,3,8078.66,2547.36,16,65.59,159.21,0.2618,872,124,1336.18,2.0802,1,46.66,28.3
462.76,24,7921.3,462.76,23,100.0,466.88,2.5847,688,80,0.0,17.1175,1,78.12,0.0
2372.75,9,3116.32,2372.75,20,100.0,208.08,2.4294,421,139,0.0,1.3134,1,81.22,23.8
3829.99,12,901.1,3829.99,18,100.0,282.42,2.6482,233,69,0.0,0.2353,1,76.86,20.4
3118.19,12,4089.5,3118.19,26,100.0,275.37,0.85,229,149,0.0,1.3115,1,76.23,0.0
5167.64,18,1817.89,1820.46,6,35.23,303.41,1.2531,188,31,3347.18,0.3518,0,26.48,259.7
4020.42,6,6980.02,1087.68,22,27.05,49.44,2.5165,640,104,2932.74,1.7361,0,22.95,719.2
1145.02,9,3526.39,1145.02,8,100.0,193.84,2.4385,442,83,0.0,3.0798,1,89.8,0.0
609.3,18,9758.54,609.3,6,100.0,367.1,2.0747,274,128,0.0,16.016,1,79.66,0.0
3926.03,9,6445.62,1395.24,12,35.54,116.27,1.4666,438,181,2530.79,1.6418,0,26.55,487.5
353.77,6,8242.56,353.77,10,100.0,117.72,3.6604,671,57,0.0,23.2992,1,86.15,2.2
3597.5,12,1411.99,322.92,13,8.98,24.84,1.4251,425,197,3274.58,0.3925,0,11.5,730.0
5653.34,3,8633.94,4139.82,18,73.23,229.99,1.8769,462,145,1513.52,1.5272,1,58.89,0.0
3537.75,12,9235.3,3537.75,10,100.0,443.71,2.7446,736,133,0.0,2.6105,1,85.48,0.0
2451.39,18,4921.91,538.92,12,21.98,44.91,2.2178,206,44,1912.47,2.0078,0,30.82,558.1
3931.07,24,6101.9,1452.62,13,36.95,111.74,1.4529,563,96,2478.45,1.5522,1,34.0,21.6
2857.87,3,7671.62,2026.08,12,70.89,168.84,1.799,62,22,831.79,2.6844,1,56.9,10.1
3364.58,18,1830.9,0.0,0,0.0,0.0,0.0,489,22,3364.58,0.5442,0,5.39,718.6
5660.5,6,5075.4,2292.57,7,40.5,327.51,1.1847,452,153,3367.93,0.8966,0,23.81,271.6
2439.4,3,4046.76,2416.15,11,99.05,219.65,0.6548,339,134,23.25,1.6589,1,64.57,0.0
5774.91,18,1549.1,5774.91,18,100.0,384.35,1.3213,260,78,0.0,0.2682,1,68.03,4.7
5451.03,6,3738.59,3438.82,11,63.09,312.62,3.4132,816,43,2012.21,0.6859,1,66.52,4.6
1335.59,12,774.91,1335.59,7,100.0,450.1,0.4471,899,26,0.0,0.5802,1,63.99,8.4
602.3,24,355.54,602.3,7,100.0,412.65,3.9676,792,25,0.0,0.5903,1,82.38,6.0
784.51,6,1438.15,784.51,28,100.0,141.35,2.2099,132,96,0.0,1.8332,1,81.01,8.4
305.69,9,9634.84,305.69,20,100.0,150.29,3.9409,888,35,0.0,31.5183,1,84.1,25.1
747.77,6,5540.34,747.77,12,100.0,80.17,3.7621,396,108,0.0,7.4091,1,85.82,12.8
4161.44,6,9661.64,1999.14,11,48.04,181.74,1.866,348,54,2162.3,2.3217,1,54.33,0.0
612.89,24,4381.73,612.89,28,100.0,499.78,0.8741,787,191,0.0,7.1493,1,74.18,0.0
2050.06,9,3186.98,2050.06,15,100.0,214.76,0.7431,357,184,0.0,1.5546,1,68.4,24.6
5100.28,18,5110.8,0.0,0,0.0,0.0,0.0,38,68,5100.28,1.0021,0,0.0,730.0
334.98,18,4451.17,334.98,12,100.0,385.99,2.8695,44,60,0.0,13.2879,1,86.75,0.0
4923.92,6,1146.08,4923.92,25,100.0,280.39,1.1645,527,129,0.0,0.2328,1,75.3,0.0
1834.76,9,6444.18,550.86,6,30.02,91.81,1.4316,405,54,1283.9,3.5123,0,28.48,298.5
885.36,9,2238.78,885.36,27,100.0,202.73,1.8502,632,121,0.0,2.5287,1,76.62,0.0
4241.08,24,6233.92,4241.08,25,100.0,218.95,3.6616,303,96,0.0,1.4699,1,79.57,25.7
3847.87,12,6536.99,1527.36,4,39.69,381.84,0.8386,598,79,2320.51,1.6989,0,22.38,196.6
5289.34,18,1605.05,209.44,7,3.96,29.92,0.1196,358,86,5079.9,0.3034,0,2.41,730.0
4463.41,24,707.36,3579.12,24,80.19,149.13,0.3344,156,37,884.29,0.1585,1,50.96,0.0
4860.19,3,7829.54,4860.19,26,100.0,268.45,3.6286,76,118,0.0,1.611,1,89.7,0.0
1835.8,18,4652.02,1835.8,13,100.0,149.05,2.6253,529,77,0.0,2.5341,1,81.74,3.8
1229.15,24,675.82,1229.15,22,100.0,321.65,1.1649,131,156,0.0,0.5498,1,68.13,0.0
4553.57,18,9949.18,4553.57,29,100.0,251.3,0.7911,349,153,0.0,2.1849,1,70.56,0.7
4879.64,12,672.03,2323.44,12,47.61,193.62,1.2476,184,34,2556.2,0.1377,0,36.34,305.9
5944.93,3,6980.85,5944.93,14,100.0,475.62,0.5477,700,78,0.0,1.1743,1,78.62,18.9
2593.18,12,9838.42,2593.18,22,100.0,323.44,3.772,606,66,0.0,3.794,1,89.56,2.7
2357.7,3,2467.88,1317.92,16,55.9,82.37,3.1584,460,86,1039.78,1.0467,1,47.48,0.0
4703.2,6,1508.27,4043.76,14,85.98,288.84,1.9033,566,156,659.44,0.3207,1,76.41,0.0
2176.66,24,1301.71,2176.66,19,100.0,394.75,3.4734,145,33,0.0,0.598,1,82.67,14.1
5598.39,3,3102.42,5598.39,17,100.0,360.08,1.0729,864,96,0.0,0.5542,1,66.56,25.7
5178.79,12,1100.35,1744.2,17,33.68,102.6,2.8968,25,168,3434.59,0.2125,0,49.99,345.8
2688.17,18,6952.4,486.76,1,18.11,486.76,3.4389,342,168,2201.41,2.5863,1,34.13,0.0
4555.05,3,716.69,706.29,3,15.51,235.43,1.4914,204,150,3848.76,0.1573,0,22.53,349.9
4576.35,24,5143.28,2793.57,29,61.04,96.33,3.0541,505,70,1782.78,1.1239,1,61.67,14.0
798.12,3,9967.3,0.0,0,0.0,0.0,0.0,18,2,798.12,12.4885,0,6.97,730.0
5434.81,9,8158.31,201.45,3,3.71,67.15,1.2655,837,57,5233.36,1.5011,0,7.14,730.0
3130.46,18,6190.67,3130.46,17,100.0,405.69,0.5175,343,31,0.0,1.9776,1,66.06,0.0
4993.45,24,3131.91,314.28,4,6.29,78.57,1.8162,342,30,4679.17,0.6272,0,23.03,730.0
2056.29,24,6276.57,1441.08,18,70.08,80.06,2.9459,336,81,615.21,3.0524,1,64.25,6.5
5394.03,6,5317.71,5394.03,14,100.0,428.23,3.7669,24,42,0.0,0.9859,1,94.17,0.0
2457.37,12,4318.23,2457.37,27,100.0,185.41,2.4548,848,134,0.0,1.7573,1,79.35,4.0
262.86,6,1394.03,243.67,7,92.7,34.81,3.4662,623,104,19.19,5.3033,1,77.28,0.0
5451.22,24,8877.38,853.29,19,15.65,44.91,3.3077,235,0,4597.93,1.6285,0,30.81,730.0
729.46,18,4552.87,729.46,16,100.0,88.24,0.776,434,60,0.0,6.2414,1,72.9,9.8
2052.02,3,2026.76,0.0,0,0.0,0.0,0.0,799,13,2052.02,0.9877,0,8.47,709.0
5710.36,3,3740.82,3731.97,11,65.35,339.27,0.556,417,179,1978.39,0.6551,1,41.38,0.0
5713.52,18,4199.88,2388.0,25,41.8,95.52,2.7604,122,5,3325.52,0.7351,0,54.3,376.6
3525.94,24,8292.63,1387.08,18,39.34,77.06,3.8046,437,102,2138.86,2.3519,1,41.52,0.7
3864.66,3,7362.78,3864.66,14,100.0,387.07,0.6346,10,9,0.0,1.9052,1,66.03,15.2
2800.98,3,7716.12,2736.88,8,97.71,342.11,2.9621,275,70,64.1,2.7548,1,82.62,10.3
1900.62,3,209.21,1373.76,6,72.28,228.96,2.5657,500,89,526.86,0.1101,1,53.73,29.2
2106.25,12,4219.92,283.67,1,13.47,283.67,2.3761,217,157,1822.58,2.0035,0,22.92,71.8
4100.61,12,4865.31,4100.61,28,100.0,169.75,1.6215,631,148,0.0,1.1865,1,70.55,0.0
4563.77,9,290.0,2012.8,8,44.1,251.6,1.485,721,125,2550.97,0.0635,0,40.6,185.6
4791.16,6,2672.15,2368.8,9,49.44,263.2,0.2765,378,187,2422.36,0.5577,0,32.97,730.0
4779.79,18,7626.87,205.87,1,4.31,205.87,0.9498,315,96,4573.92,1.5956,0,13.2,702.2
729.0,18,1457.39,729.0,18,100.0,455.15,0.1592,21,73,0.0,1.9992,1,64.56,0.0
3067.64,18,5399.57,277.1,10,9.03,27.71,2.3675,354,114,2790.54,1.7602,0,13.26,730.0
533.84,9,2230.5,533.84,12,100.0,395.44,0.5128,474,190,0.0,4.1782,1,60.64,5.3
3387.27,12,220.0,717.3,9,21.18,79.7,3.5048,709,169,2669.97,0.0649,0,25.25,283.9
2760.88,24,2487.89,2760.88,13,100.0,402.82,2.1403,675,50,0.0,0.9011,1,81.01,5.9
5348.68,24,9761.15,5348.68,17,100.0,315.64,2.8288,503,191,0.0,1.825,1,94.76,0.0
2235.31,9,8035.22,2235.31,18,100.0,424.77,1.7023,377,55,0.0,3.5947,1,77.39,32.8
878.99,24,9599.81,878.99,21,100.0,66.81,2.2863,855,40,0.0,10.9214,1,87.08,7.6
1029.35,18,4929.76,1029.35,8,100.0,288.31,3.7764,429,31,0.0,4.7892,1,93.33,0.0
4616.76,6,1186.39,4616.76,24,100.0,260.52,0.4227,898,14,0.0,0.257,1,64.94,0.0
3785.66,3,5524.8,2153.82,6,56.89,358.97,1.0904,800,61,1631.84,1.4594,1,49.85,8.1
786.51,12,4598.34,786.51,27,100.0,276.46,3.142,180,154,0.0,5.8465,1,81.46,0.0
687.82,12,8459.14,559.1,2,81.29,279.55,0.4851,143,27,128.72,12.2985,1,53.46,10.7
4265.62,9,1071.02,4265.62,19,100.0,226.21,0.3951,436,63,0.0,0.2511,1,66.33,33.6
622.03,12,4933.59,622.03,5,100.0,168.24,1.51,34,186,0.0,7.9314,1,73.25,0.0
4966.79,18,1585.48,4966.79,26,100.0,251.49,0.4595,539,185,0.0,0.3192,1,71.06,8.6
4296.2,24,3314.29,1537.6,20,35.79,76.88,2.3818,199,129,2758.6,0.7714,0,34.2,456.1
671.82,18,7399.84,481.53,1,71.68,481.53,0.9825,150,126,190.29,11.0146,1,56.93,19.4
692.06,9,4812.58,692.06,28,100.0,362.92,3.5932,564,35,0.0,6.954,1,90.93,0.0
5922.51,18,3821.29,2385.9,5,40.29,477.18,3.1557,855,113,3536.61,0.6452,1,46.84,0.0
2370.77,24,4005.32,257.66,2,10.87,128.83,2.8289,805,198,2113.11,1.6895,0,33.74,192.0
2349.72,6,4648.52,2349.72,15,100.0,442.08,2.5061,667,12,0.0,1.9783,1,86.47,0.0
4914.24,9,7871.66,4914.24,29,100.0,408.22,3.4675,324,14,0.0,1.6018,1,91.15,36.2
5694.04,6,8931.64,2415.21,7,42.42,345.03,0.9699,453,88,3278.83,1.5686,0,33.72,305.2
5918.81,3,9557.81,320.01,1,5.41,320.01,3.5051,328,187,5598.8,1.6148,0,26.31,137.8
4569.59,6,7890.34,2751.04,16,60.2,171.94,3.179,450,21,1818.55,1.7267,1,60.82,22.2
2382.31,3,3222.53,2382.31,8,100.0,411.88,3.0178,101,190,0.0,1.3527,1,83.17,0.0
684.3,3,6912.53,684.3,29,100.0,260.73,2.2889,188,73,0.0,10.1016,1,76.86,0.0
4707.45,6,4432.27,594.33,11,12.63,54.03,1.0604,65,24,4113.12,0.9415,0,2.54,716.4
3438.74,9,2621.24,340.34,2,9.9,170.17,1.7518,164,100,3098.4,0.7623,0,20.53,274.2
2660.49,24,8424.63,2660.49,10,100.0,468.94,3.1949,681,175,0.0,3.1666,1,89.38,12.1
5456.86,18,480.42,0.0,0,0.0,0.0,0.0,120,170,5456.86,0.088,0,0.0,697.4
844.95,18,9027.44,844.95,22,100.0,491.31,3.15,146,116,0.0,10.684,1,86.93,0.0
3057.23,24,4668.63,3057.23,12,100.0,321.44,1.0363,241,165,0.0,1.5271,1,68.26,8.7
265.85,3,6408.29,265.85,14,100.0,138.8,0.6628,477,40,0.0,24.1049,1,67.14,0.0
2918.23,3,6627.6,2453.75,25,84.08,98.15,0.5512,741,172,464.48,2.2711,1,64.51,3.1
526.56,9,8961.67,438.88,4,83.35,109.72,0.2063,490,87,87.68,17.0193,1,50.46,0.0
889.14,12,6403.03,590.0,20,66.36,29.5,2.142,77,167,299.14,7.2014,1,51.03,0.0
881.65,6,6177.94,881.65,29,100.0,207.53,0.9512,823,109,0.0,7.0072,1,79.73,3.3
3965.42,3,759.86,1790.24,16,45.15,111.89,3.9588,258,119,2175.18,0.1916,0,52.37,128.3
4527.06,18,5232.24,4527.06,24,100.0,217.59,2.3403,332,96,0.0,1.1558,1,85.27,33.7
3583.54,9,1586.67,3583.54,22,100.0,468.8,0.6378,527,144,0.0,0.4428,1,60.83,0.0
5780.6,6,7400.59,5213.18,23,90.18,226.66,2.7862,801,56,567.42,1.2802,1,67.74,27.6
2374.25,9,5171.0,2374.25,24,100.0,441.43,3.6012,441,129,0.0,2.178,1,82.04,0.0
1857.13,6,6834.26,1553.2,5,83.63,310.64,3.0062,496,95,303.93,3.68,1,69.99,0.0
5237.87,6,512.56,3742.74,27,71.46,138.62,0.3981,615,120,1495.13,0.0979,1,41.82,0.0
1496.86,24,939.44,1496.86,20,100.0,190.81,3.5939,438,61,0.0,0.6276,1,88.41,3.5
5786.69,3,7191.6,1265.88,21,21.88,60.28,3.1963,278,136,4520.81,1.2428,0,35.57,724.6
270.5,9,813.63,270.5,10,100.0,180.06,0.7174,718,67,0.0,3.0079,1,64.81,35.4
5825.3,9,805.44,5825.3,17,100.0,345.22,0.302,546,80,0.0,0.1383,1,62.72,2.6
450.33,24,219.87,163.83,3,36.38,54.61,2.2735,157,16,286.5,0.4882,0,33.85,45.7
5368.63,18,9569.36,237.18,2,4.42,118.59,0.7085,127,116,5131.45,1.7825,0,1.3,730.0
3260.67,18,7401.33,2437.08,12,74.74,203.09,3.3549,859,49,823.59,2.2699,1,54.23,0.0
5959.2,3,3597.19,5959.2,22,100.0,491.38,1.4975,376,111,0.0,0.6036,1,73.56,7.8
628.02,3,3035.7,628.02,8,100.0,396.73,3.6603,859,93,0.0,4.8338,1,84.81,0.0
3412.35,12,3562.06,3412.35,20,100.0,372.07,2.3062,75,167,0.0,1.0439,1,77.2,0.0
5821.95,24,7769.07,378.85,5,6.51,75.77,0.8124,822,185,5443.1,1.3344,0,4.05,730.0
3233.97,18,6647.57,3233.97,25,100.0,394.88,0.6444,379,84,0.0,2.0555,1,72.92,0.0
3850.51,6,1933.44,3850.51,29,100.0,396.93,2.3482,184,148,0.0,0.5021,1,91.22,1.0
4235.34,9,1823.68,4235.34,27,100.0,308.53,3.0713,840,145,0.0,0.4306,1,79.26,19.9
2836.34,3,1074.12,2836.34,11,100.0,495.37,3.1479,597,182,0.0,0.3787,1,90.89,37.6
3839.84,9,6637.0,176.12,1,4.59,176.12,1.1755,504,156,3663.72,1.7285,0,11.87,545.3
3589.02,9,7667.29,943.62,2,26.29,471.81,0.8966,123,151,2645.4,2.1363,0,22.65,189.7
5426.72,12,2723.96,918.14,2,16.92,459.07,0.1653,120,73,4508.58,0.502,0,10.27,730.0
463.59,18,307.36,463.59,27,100.0,25.51,2.7489,770,108,0.0,0.663,1,81.08,0.0
1829.59,3,913.5,1829.59,11,100.0,236.06,0.3986,448,144,0.0,0.4993,1,73.14,0.7
5712.39,9,9681.81,5712.39,14,100.0,489.01,1.741,724,17,0.0,1.6949,1,69.76,2.9
5363.53,3,3024.9,556.0,8,10.37,69.5,2.4466,156,41,4807.53,0.564,0,20.05,714.3
2842.81,6,7715.31,2842.81,22,100.0,282.94,3.7547,44,100,0.0,2.714,1,93.77,0.4
3796.77,12,6284.17,3429.3,7,90.32,489.9,1.316,318,44,367.47,1.6551,1,71.52,7.3
1808.81,6,3881.2,1808.81,10,100.0,286.64,1.0741,547,81,0.0,2.1457,1,65.83,10.3
1291.1,3,2136.3,1291.1,15,100.0,111.11,2.6512,759,16,0.0,1.6546,1,79.99,8.7
2889.45,3,1301.73,2889.45,25,100.0,299.45,2.515,23,72,0.0,0.4505,1,83.73,0.0
2249.44,18,6188.63,2249.44,26,100.0,118.13,1.3952,383,13,0.0,2.7512,1,76.69,24.6
3585.21,9,7768.87,3585.21,24,100.0,269.46,3.7196,566,176,0.0,2.1669,1,92.19,22.9
650.86,9,6474.65,650.86,21,100.0,55.54,3.395,437,156,0.0,9.9478,1,87.29,0.0
5851.49,6,5349.99,931.89,3,15.93,310.63,0.9735,737,131,4919.6,0.9143,0,18.96,497.2
5920.02,12,515.32,5920.02,27,100.0,268.06,1.0327,242,81,0.0,0.087,1,72.91,0.0
4249.34,24,9688.04,0.0,0,0.0,0.0,0.0,714,147,4249.34,2.2799,0,7.9,730.0
3309.36,9,8007.27,3309.36,23,100.0,322.74,3.1169,572,119,0.0,2.4196,1,81.59,0.0
1995.26,18,2998.94,1702.86,6,85.35,283.81,0.2718,896,119,292.4,1.503,1,57.35,26.8
4920.01,6,9801.71,351.09,1,7.14,351.09,2.804,735,46,4568.92,1.9922,0,16.39,153.3
4171.44,6,6058.63,2049.07,23,49.12,89.09,2.6281,672,106,2122.37,1.4524,1,41.64,14.5
1143.18,24,5865.98,1143.18,27,100.0,305.77,1.0028,449,107,0.0,5.1313,1,72.64,0.0
5483.38,18,7505.92,410.44,4,7.49,102.61,2.7573,511,8,5072.94,1.3688,0,17.79,509.7
